Work day,Work Hours,Temperature,Humidity,Light On,CO2,HumidityRatio,Result
1,1,23.6,27.79,1,1021,0.005011149,1
1,1,23.6,27.85666667,1,1024.666667,0.005023268,1
1,1,23.6,27.80428571,1,1030.428571,0.005013746,1
1,1,23.575,27.79,1,1026.25,0.005003545,1
1,1,23.54,27.81,1,1028,0.004996538,1
1,1,23.6,27.978,1,1034.8,0.005045325,1
1,1,23.525,28,1,1055.5,0.005026367,1
1,1,23.5,27.978,1,1055.25,0.00501476,1
1,1,23.5,28,1,1050,0.005018735,1
1,1,23.5,28,1,1051.25,0.005018735,1
1,1,23.5,28,1,1053.6,0.005018735,1
1,1,23.5,28,1,1055.5,0.005018735,1
1,1,23.5,28.025,1,1055,0.005023252,1
1,1,23.445,28.125,1,1059.5,0.005024491,1
1,1,23.39,28.18,1,1060,0.005017582,1
1,1,23.39,28.2,1,1073.6,0.005021172,1
1,1,23.39,28.2,1,1078.6,0.005021172,1
1,1,23.39,28.2,1,1081,0.005021172,1
1,1,23.39,28.2225,1,1082,0.005025211,1
1,1,23.39,28.37333333,1,1088.833333,0.005052286,1
1,1,23.37,28.39,1,1090.6,0.00504913,1
1,1,23.39,28.32333333,1,1086,0.00504331,1
1,1,23.37333333,28.445,1,1092.5,0.005060017,1
1,1,23.39,28.5,1,1103.75,0.005075025,1
1,1,23.32333333,28.5,1,1104.5,0.005054476,1
1,1,23.365,28.5,1,1103.5,0.00506731,1
1,1,23.29,28.5,1,1112,0.005044229,1
1,1,23.30666667,28.53333333,1,1105.666667,0.005055304,1
1,1,23.29,28.7,1,1104,0.005079916,1
1,1,23.29,28.7,1,1117.2,0.005079916,1
1,1,23.29,28.675,1,1121.25,0.005075455,1
1,1,23.29,28.61666667,1,1115.666667,0.005065046,1
1,1,23.29,28.66,1,1120,0.005072779,1
1,1,23.29,28.55,1,1123.75,0.005053151,1
1,1,23.29,28.6,1,1116,0.005062072,1
1,1,23.272,28.6,1,1126.8,0.005056527,1
1,1,23.2,28.4175,1,1112.75,0.005002016,1
1,1,23.23,28.5,1,1104.5,0.005025831,1
1,1,23.29,28.5,1,1108,0.005044229,1
1,1,23.215,28.63333333,1,1127.833333,0.005044923,1
1,1,23.2,28.6,1,1128.75,0.005034399,1
1,1,23.2,28.65,1,1124.25,0.005043272,1
1,1,23.2,28.62,1,1130.4,0.005037948,1
1,1,23.2,28.7,1,1138,0.005052145,1
1,1,23.2,28.7,1,1144,0.005052145,1
1,1,23.2,28.718,1,1140,0.005055339,1
1,1,23.2,28.79,1,1139.25,0.005068117,1
1,1,23.2,28.79,1,1167.333333,0.005068117,1
1,1,23.14,28.79,1,1159.6,0.005049618,1
1,1,23.15,28.89,1,1157.75,0.005070391,1
1,1,23.15,28.89,1,1159.5,0.005070391,1
1,1,23.18,28.83,1,1156.4,0.005069034,1
1,1,23.11666667,28.945,1,1160,0.005069809,1
1,1,23.14,28.956,1,1169.8,0.005078972,1
1,1,23.1,29,1,1176.166667,0.005074362,1
1,1,23.1,29.075,1,1175.25,0.005087593,1
1,1,23.1,28.918,1,1166.6,0.005059897,1
1,1,23.1,27.925,1,1140.25,0.004884784,1
1,1,23.06,27.772,1,1089.2,0.004845979,1
1,1,23.02,27.556,1,1042.6,0.004796284,1
1,1,23.01,27.81883333,1,1051.1,0.004839435,1
1,1,23,28.08166667,1,1059.6,0.004882538,1
1,1,23,27.956,1,1064.6,0.004860518,1
1,1,22.98166667,27.90833333,1,1061.666667,0.004846741,1
1,1,23,27.92666667,1,1058.333333,0.004855378,1
1,1,23,28.018,1,1061.6,0.004871382,1
1,1,22.98166667,28.06666667,1,1070.333333,0.004874454,1
1,1,22.945,28.1,1,1074,0.004869381,1
1,1,23,28.1,1,1086.25,0.004885751,1
1,1,22.956,28.2,1,1089.6,0.004890128,1
1,1,22.9725,28.1,1,1085,0.00487756,1
1,1,22.945,28.13333333,1,1085,0.004875203,1
1,1,23,28.2,1,1088,0.004903275,1
1,1,22.945,28.2,1,1091.75,0.004886846,1
1,1,23,28.13333333,1,1091.333333,0.004891592,1
1,1,22.912,28.1,1,1088.2,0.004859583,1
1,1,22.89,28.1,1,1087.5,0.00485306,1
1,1,22.89,27.956,1,1079.2,0.004827998,1
1,1,22.865,27.84,1,1077.25,0.004800476,1
1,1,22.87333333,27.68333333,1,1064.166667,0.004775684,1
1,1,22.87333333,27.6,1,1056.4,0.004761198,1
1,1,22.89,27.6,1,1043.6,0.004766045,1
1,1,22.815,27.445,1,1039.5,0.004717422,1
1,1,22.84,27.37333333,1,1028.666667,0.0047122,1
1,1,22.79,27.365,1,1020.4,0.00469639,1
1,1,22.79,27.2,1,1018,0.004667861,1
1,1,22.79,27.17142857,1,1015.142857,0.004662921,1
1,1,22.79,27.06666667,1,1006.333333,0.004644808,1
1,1,22.79,27.02,1,1002.6,0.00463674,1
1,1,22.772,26.934,1,993.2,0.004616793,1
1,1,22.76,26.82333333,1,983.3333333,0.004594315,1
1,1,22.7,26.754,1,976.2,0.004565583,1
1,1,22.7225,26.7,1,980.75,0.004562569,1
1,1,22.7,26.68333333,1,971.3333333,0.004553435,1
1,1,22.7,26.53333333,1,966.6666667,0.004527652,1
1,1,22.7,26.46333333,1,963,0.00451562,1
1,1,22.7,26.445,1,952.3333333,0.004512469,1
1,1,22.7,26.34,1,948,0.004494423,1
1,1,22.7,26.26,1,945,0.004480674,1
1,1,22.7,26.2,1,941.6,0.004470363,1
1,1,22.7,26.16,1,929.8,0.004463489,1
1,1,22.7,26.02,1,923.8,0.004439431,1
1,1,22.7,26.1,1,919,0.004453178,1
1,1,22.7,26,1,918.25,0.004435995,1
1,1,22.7,25.934,1,919.4,0.004424654,1
1,1,22.7,25.92666667,1,927.3333333,0.004423394,1
1,1,22.7,25.815,1,920.25,0.004404207,1
1,1,22.68,25.772,1,902.4,0.004391449,1
1,1,22.64,25.696,1,904.4,0.004367718,1
1,1,22.6,25.575,1,897,0.00433639,1
1,1,22.66666667,25.6,1,892,0.004358383,1
1,1,22.6,25.525,1,882.5,0.004327853,1
1,1,22.62,25.476,1,887.2,0.004324772,1
1,1,22.625,25.55,1,889.25,0.004338748,1
1,1,22.6,25.39,1,889.2,0.004304805,1
1,1,22.65,25.42,1,880.75,0.00432312,1
1,1,22.6,25.2675,1,868.75,0.004283893,1
1,1,22.6,25.218,1,861,0.004275443,1
1,1,22.6,25.2,1,860.6,0.00427237,1
1,1,22.6,25.2,1,864,0.00427237,1
1,1,22.6,25.15,1,859,0.004263835,1
1,1,22.6,25.14,1,854.4,0.004262128,1
1,1,22.6,25.15,1,847.4,0.004263835,1
1,1,22.6,25.04,1,837.2,0.004245059,1
1,1,22.6,25.05,1,834.75,0.004246766,1
1,1,22.6,25.06,1,832.4,0.004248472,1
1,1,22.6,25,1,832,0.004238231,1
1,1,22.6,25,1,836.25,0.004238231,1
1,1,22.6,25,1,832.6,0.004238231,1
1,1,22.6,25.025,1,821.5,0.004242498,1
1,1,22.6,25.1,1,832.4,0.0042553,1
1,1,22.6,25.08,1,832.4,0.004251886,1
1,1,22.56,25.02,1,830.75,0.004231284,1
1,1,22.58,25.08,1,821.5,0.00424669,1
1,1,22.575,25.075,1,818.25,0.00424454,1
1,1,22.56,24.912,1,819.8,0.004212896,1
1,1,22.55,25.2,1,822.5,0.004259328,1
1,1,22.6,24.9175,1,818,0.00422415,1
1,1,22.58,25.06,1,812.8,0.004243281,1
1,1,22.56666667,24.90833333,1,816.5,0.004213989,1
1,1,22.525,24.945,1,822.25,0.004209495,1
1,1,22.54,24.89,1,825,0.004204006,1
1,1,22.5,24.865,1,816.5,0.004189492,1
1,1,22.5,24.9175,1,811.5,0.004198397,1
1,1,22.5,24.91166667,1,811,0.004197408,1
1,1,22.56,24.81,1,812.2,0.00419553,1
1,1,22.525,24.89,1,814.25,0.004200151,1
1,1,22.52,24.976,1,824,0.004213473,1
1,1,22.575,25.075,1,834.5,0.00424454,1
1,1,22.6,25,1,837,0.004238231,1
1,1,22.6,25.02142857,1,841.1666667,0.004241889,1
1,1,22.6,25.04285714,1,845.3333333,0.004245546,1
1,1,22.6,25.1,1,854.75,0.0042553,1
1,1,22.6,25.1,1,850.3333333,0.0042553,1
1,1,22.6,25.08,1,845.4,0.004251886,1
1,1,22.6,25.16666667,1,854.3333333,0.00426668,1
1,1,22.6,25.06666667,1,849.3333333,0.00424961,0
1,1,22.6,25.2,1,853,0.00427237,0
1,1,22.54,25.16,1,852,0.004249921,0
1,1,22.54,25.16,1,853.6,0.004249921,0
1,1,22.54,25.14,1,845.6,0.00424652,0
1,1,22.525,25.1,1,834.25,0.004235829,0
1,1,22.5,25.04,1,826.4,0.004219178,0
1,1,22.5,25,1,819.6,0.004212392,0
1,1,22.5,25,1,829.6,0.004212392,0
1,1,22.5,25,1,824,0.004212392,0
1,1,22.5,24.912,1,814.2,0.004197464,0
1,1,22.5,24.89,1,813.5,0.004193733,0
1,1,22.5,24.89,1,813.8,0.004193733,0
1,1,22.5,24.89,1,811,0.004193733,0
1,1,22.478,24.87,1,804.6,0.004184704,0
1,1,22.456,24.83,1,807.8,0.004172308,0
1,1,22.5,24.85666667,1,802.3333333,0.004188079,0
1,1,22.4175,24.7475,1,796.75,0.004148566,0
1,1,22.456,24.81,1,794.4,0.004168925,0
1,1,22.39,24.7,1,790.6,0.004133586,0
1,1,22.4175,24.7225,1,789.75,0.004144348,0
1,1,22.39,24.7,1,782.2,0.004133586,0
1,1,22.39,24.7225,1,772.25,0.004137377,1
1,1,22.39,24.71708333,1,772.925,0.004136464,1
1,1,22.39,24.71166667,1,773.6,0.004135552,1
1,0,22.39,24.625,1,773.75,0.004120952,1
1,0,22.39,24.754,1,771.8,0.004142684,1
1,0,22.39,24.912,1,782.8,0.004169303,1
1,0,22.39,25.245,1,796.5,0.004225413,1
1,0,22.39,25.0925,1,809,0.004199716,1
1,0,22.39,25,0,805.5,0.00418413,0
1,0,22.35,24.978,0,791.4,0.004170196,0
1,0,22.32333333,25,0,779.3333333,0.004167082,0
1,0,22.365,24.9725,0,780.75,0.004173103,0
1,0,22.315,24.89,0,781.75,0.004146508,0
1,0,22.29,24.9175,0,781,0.004144767,0
1,0,22.29,24.912,0,778.4,0.004143846,0
1,0,22.26,24.85666667,0,769.3333333,0.004126988,0
1,0,22.254,24.85,0,766.5,0.004124357,0
1,0,22.23,24.79333333,0,763.25,0.004108841,0
1,0,22.26,24.82333333,0,762.3333333,0.004121417,0
1,0,22.2,24.79,0,761.5,0.004100737,0
1,0,22.2,24.79,0,761,0.004100737,0
1,0,22.2,24.736,0,757,0.004091746,0
1,0,22.2,24.79,0,752.3333333,0.004100737,0
1,0,22.13333333,24.7,0,748.6666667,0.004069084,0
1,0,22.1,24.7,0,746.25,0.004060772,0
1,0,22.15,24.7225,0,745.25,0.00407698,0
1,0,22.1,24.7,0,740.6666667,0.004060772,0
1,0,22.1,24.7,0,738,0.004060772,0
1,0,22.13333333,24.7,0,732.6666667,0.004069084,0
1,0,22.1,24.7,0,727,0.004060772,0
1,0,22.1,24.675,0,716,0.004056635,0
1,0,22.06666667,24.66666667,0,723.25,0.004046971,0
1,0,22.06666667,24.66666667,0,718.3333333,0.004046971,0
1,0,22,24.58,0,716.6,0.004016193,0
1,0,21.978,24.6,0,714,0.004014056,0
1,0,21.978,24.56,0,714.2,0.004007487,0
1,0,21.945,24.6,0,715,0.00400593,0
1,0,21.92666667,24.5,0,706.6666667,0.003985052,0
1,0,21.89,24.5,0,706,0.003976085,0
1,0,21.89,24.525,0,698.75,0.003980169,0
1,0,21.89,24.5,0,692.5,0.003976085,0
1,0,21.89,24.5,0,694.75,0.003976085,0
1,0,21.815,24.4175,0,697.25,0.003944389,0
1,0,21.82333333,24.46333333,0,692,0.003953865,0
1,0,21.79,24.39,0,691,0.003933868,0
1,0,21.79,24.39,0,689.75,0.003933868,0
1,0,21.79,24.39,0,689,0.003933868,0
1,0,21.7675,24.39,0,687,0.00392843,0
1,0,21.7675,24.365,0,679.75,0.003924377,0
1,0,21.754,24.35,0,668.4,0.003918692,0
1,0,21.7,24.29,0,665.6666667,0.003896013,0
1,0,21.7,24.29,0,664.75,0.003896013,0
1,0,21.7,24.29,0,668,0.003896013,0
1,0,21.7,24.29,0,661.25,0.003896013,0
1,0,21.64,24.236,0,658.2,0.003872972,0
1,0,21.6,24.2,0,656,0.003857673,0
1,0,21.6,24.2,0,654.8,0.003857673,0
1,0,21.6,24.2225,0,653.75,0.003861282,0
1,0,21.5,24.26,0,650.3333333,0.003843552,0
1,0,21.5,24.2,0,650.75,0.003833988,0
1,0,21.55,24.2,0,648.25,0.003845814,0
1,0,21.5,24.2,0,640.3333333,0.003833988,0
1,0,21.5,24.2,0,638,0.003833988,0
1,0,21.5,24.2,0,636.25,0.003833988,0
1,0,21.5,24.2,0,636.3333333,0.003833988,0
1,0,21.5,24.15,0,635.75,0.003826018,0
1,0,21.5,24.175,0,635.5,0.003830003,0
1,0,21.5,24.125,0,627.5,0.003822033,0
1,0,21.5,24.15,0,626.25,0.003826018,0
1,0,21.5,24.125,0,621.5,0.003822033,0
1,0,21.5,24.1,0,621.75,0.003818048,0
1,0,21.5,24.1,0,620.6666667,0.003818048,0
1,0,21.5,24.1,0,617,0.003818048,0
1,0,21.5,24.1,0,612.75,0.003818048,0
1,0,21.4725,24.075,0,614.5,0.003807606,0
1,0,21.39,24,0,617.3333333,0.003776419,0
1,0,21.42666667,23.92666667,0,614.25,0.00377333,0
1,0,21.39,23.9725,0,610.75,0.003772066,0
1,0,21.39,23.9175,0,603,0.003763359,0
1,0,21.39,23.945,0,603.5,0.003767713,0
1,0,21.365,23.89,0,602,0.003753216,0
1,0,21.32333333,24,0,605.6666667,0.003760925,0
1,0,21.34,23.9725,0,604.5,0.003760453,0
1,0,21.315,23.9725,0,599,0.003754659,0
1,0,21.35666667,24,0,600,0.003768665,0
1,0,21.39,23.9725,0,596.5,0.003772066,0
1,0,21.315,23.89,0,597.5,0.00374166,0
1,0,21.29,23.945,0,594,0.003744546,0
1,0,21.29,23.9725,0,590.5,0.003748872,0
1,0,21.29,23.89,0,586.6666667,0.003735893,0
1,0,21.29,23.92666667,0,588,0.003741662,0
1,0,21.29,23.89,0,585.5,0.003735893,0
1,0,21.29,23.89,0,584.5,0.003735893,0
1,0,21.254,23.85,0,587.2,0.003721325,0
1,0,21.23,23.82333333,0,585,0.003711637,0
1,0,21.218,23.81,0,579.4,0.0037068,0
1,0,21.2,23.79,0,579.3333333,0.003699555,0
1,0,21.2,23.79,0,581.6,0.003699555,0
1,0,21.2,23.79,0,581.6666667,0.003699555,0
1,0,21.2,23.79,0,577.5,0.003699555,0
1,0,21.2,23.79,0,577.3333333,0.003699555,0
1,0,21.2,23.7675,0,574.25,0.003696035,0
1,0,21.2,23.745,0,569,0.003692515,0
1,0,21.2,23.76,0,565.3333333,0.003694862,0
1,0,21.2,23.7,0,561.4,0.003685476,0
1,0,21.2,23.79,0,567.3333333,0.003699555,0
1,0,21.175,23.7,0,565.3333333,0.003679792,0
1,0,21.16666667,23.7,0,563.5,0.003677899,0
1,0,21.125,23.675,0,559,0.003664554,0
1,0,21.1,23.65,0,559.5,0.003655012,0
1,0,21.125,23.65,0,550.5,0.003660661,0
1,0,21.1,23.6,0,553,0.003647239,0
1,0,21.13333333,23.6,0,552,0.003654757,0
1,0,21.1,23.6,0,553.25,0.003647239,0
1,0,21.1,23.6,0,545.75,0.003647239,0
1,0,21.1,23.6,0,548,0.003647239,0
1,0,21.1,23.6,0,547,0.003647239,0
1,0,21.1,23.575,0,545.75,0.003643353,0
1,0,21.1,23.53333333,0,544,0.003636876,0
1,0,21.1,23.4725,0,545.5,0.00362742,0
1,0,21.1,23.4725,0,547,0.00362742,0
1,0,21.1,23.5,0,545.25,0.003631695,0
1,0,21.1,23.5,0,541.25,0.003631695,0
1,0,21.125,23.5,0,540.75,0.003637308,0
1,0,21.1,23.5,0,533.3333333,0.003631695,0
1,0,21.13333333,23.5,0,528,0.00363918,0
1,0,21.1,23.3925,0,537.75,0.003614985,0
1,0,21.1,23.4725,0,539.5,0.00362742,0
1,0,21.1,23.5,0,535.25,0.003631695,0
1,0,21.1,23.5,0,537.25,0.003631695,0
1,0,21.1,23.5,0,533.4,0.003631695,0
1,0,21.1,23.5,0,524.5,0.003631695,0
1,0,21.1,23.434,0,524.8,0.003621436,0
1,0,21.1,23.39,0,522.6666667,0.003614596,0
1,0,21.1,23.39,0,521,0.003614596,0
1,0,21.125,23.39,0,519.75,0.003620183,0
1,0,21.1,23.39,0,523,0.003614596,0
1,0,21.1,23.39,0,519,0.003614596,0
1,0,21.1,23.365,0,519.5,0.003610711,0
1,0,21.1,23.39,0,519.75,0.003614596,0
1,0,21.1,23.365,0,520,0.003610711,0
1,0,21.1,23.33,0,524.6,0.003605271,0
1,0,21.075,23.315,0,520.25,0.003597378,0
1,0,21.075,23.34,0,519,0.003601258,0
1,0,21.1,23.29,0,523.2,0.003599053,0
1,0,21.03333333,23.29,0,517.6666667,0.003584258,0
1,0,21.02,23.29,0,514.2,0.003581305,0
1,0,21.025,23.29,0,516.5,0.003582412,0
1,0,21,23.29,0,521,0.00357688,0
1,0,21,23.29,0,520,0.00357688,0
1,0,21,23.254,0,517.8,0.00357132,0
1,0,21,23.26,0,514.3333333,0.003572246,0
1,0,21,23.2675,0,516.75,0.003573405,0
1,0,21,23.29,0,520.75,0.00357688,0
1,0,21,23.29,0,519.3333333,0.00357688,0
1,0,21,23.29,0,519,0.00357688,0
1,0,21,23.29,0,509.75,0.00357688,0
1,0,21,23.29,0,508.5,0.00357688,0
1,0,20.9725,23.29,0,504.5,0.003570804,0
1,0,21,23.29,0,506.5,0.00357688,0
1,0,20.9725,23.29,0,509,0.003570804,0
1,0,20.96333333,23.29,0,507.25,0.00356878,0
1,0,21,23.29,0,509.3333333,0.00357688,0
1,0,20.89,23.2,0,509.6666667,0.003538822,0
1,0,20.89,23.245,0,508.25,0.003545725,0
1,0,20.89,23.2225,0,510.25,0.003542274,0
1,0,20.89,23.254,0,504,0.003547106,0
1,0,20.89,23.26,0,499.3333333,0.003548027,0
1,0,20.89,23.2225,0,495,0.003542274,0
1,0,20.89,23.2,0,496.25,0.003538822,0
1,0,20.89,23.2,0,494.75,0.003538822,0
1,0,20.89,23.2,0,492.5,0.003538822,0
1,0,20.89,23.2,0,494.25,0.003538822,0
1,0,20.89,23.2,0,492.3333333,0.003538822,0
1,0,20.89,23.125,0,493.75,0.003527317,0
1,0,20.89,23.125,0,484.75,0.003527317,0
1,0,20.89,23.1,0,489.25,0.003523482,0
1,0,20.89,23.1,0,494.5,0.003523482,0
1,0,20.89,23.1,0,495.6666667,0.003523482,0
1,0,20.89,23.1,0,501.5,0.003523482,0
1,0,20.89,23.1,0,499.6666667,0.003523482,0
1,0,20.89,23.1,0,492.5,0.003523482,0
1,0,20.89,23.1,0,494.25,0.003523482,0
1,0,20.89,23.1,0,494,0.003523482,0
1,0,20.9725,23.1,0,489.25,0.003541507,0
1,0,20.9175,23.1,0,490,0.003529482,0
1,0,20.89,23.1,0,495.5,0.003523482,0
1,0,20.89,23.05,0,498,0.003515813,0
1,0,20.89,23.05,0,495,0.003515813,0
1,0,20.912,23,0,490.2,0.003512921,0
1,0,20.92666667,23,0,492.3333333,0.003516109,0
1,0,20.89,23,0,491.6666667,0.003508143,0
1,0,20.89,22.956,0,488,0.003501394,0
1,0,20.934,22.934,0,488,0.003507553,0
1,0,20.89,23,0,485,0.003508143,0
1,0,20.89,23,0,490,0.003508143,0
1,0,20.9175,22.9725,0,489.5,0.003509891,0
1,0,20.89,22.945,0,485.25,0.003499707,0
1,0,20.89,22.89,0,485.6666667,0.003491271,0
1,0,20.9175,22.945,0,485,0.003505665,0
1,0,20.89,22.956,0,485.2,0.003501394,0
1,0,20.945,22.89,0,484,0.003503168,0
1,0,20.89,22.9175,0,483,0.003495489,0
1,0,20.89,22.89,0,481,0.003491271,0
1,0,20.89,22.89,0,476.5,0.003491271,0
1,0,20.89,22.89,0,475,0.003491271,0
1,0,20.89,22.89,0,476,0.003491271,0
1,0,20.89,22.89,0,478.5,0.003491271,0
1,0,20.89,22.89,0,483,0.003491271,0
1,0,20.85666667,22.85666667,0,480.25,0.003478976,0
1,0,20.89,22.89,0,480.25,0.003491271,0
1,0,20.89,22.865,0,470.75,0.003487436,0
1,0,20.89,22.89,0,474.75,0.003491271,0
1,0,20.89,22.865,0,482.25,0.003487436,0
1,0,20.89,22.89,0,480.3333333,0.003491271,0
1,0,20.89,22.89,0,480,0.003491271,0
1,0,20.89,22.84,0,481.5,0.003483602,0
1,0,20.89,22.84,0,483.5,0.003483602,0
1,0,20.89,22.79,0,475.6,0.003475933,0
1,0,20.89,22.76,0,475.3333333,0.003471332,0
1,0,20.89,22.815,0,477.6666667,0.003479768,0
1,0,20.89,22.79,0,475.75,0.003475933,0
1,0,20.89,22.79,0,479.1666667,0.003475933,0
1,0,20.865,22.7675,0,475,0.003467115,0
1,0,20.865,22.7675,0,474,0.003467115,0
1,0,20.89,22.79,0,477.3333333,0.003475933,0
1,0,20.89,22.79,0,473,0.003475933,0
1,0,20.89,22.7675,0,470,0.003472482,0
1,0,20.865,22.675,0,468.75,0.003452951,0
1,0,20.87,22.718,0,471.4,0.003460606,0
1,0,20.89,22.7,0,471,0.00346213,0
1,0,20.89,22.7,0,468,0.00346213,0
1,0,20.85,22.678,0,468.6,0.003450207,0
1,0,20.81,22.62,0,467.4,0.003432825,0
1,0,20.79,22.6,0,469,0.003425529,0
1,0,20.79,22.65,0,471.25,0.00343315,0
1,0,20.82333333,22.73,0,470.6666667,0.003452459,0
1,0,20.79,22.6,0,466.75,0.003425529,0
1,0,20.79,22.64,0,466.8,0.003431626,0
1,0,20.79,22.7,0,468.75,0.003440771,0
1,0,20.79,22.65,0,467.5,0.00343315,0
1,0,20.79,22.63333333,0,469.6666667,0.00343061,0
1,0,20.79,22.7,0,469.75,0.003440771,0
1,0,20.79,22.6,0,469.75,0.003425529,0
1,0,20.79,22.6,0,467.25,0.003425529,0
1,0,20.772,22.6,0,461.4,0.003421714,0
1,0,20.79,22.6,0,469.25,0.003425529,0
1,0,20.79,22.625,0,468,0.00342934,0
1,0,20.73,22.6,0,469,0.003412826,0
1,0,20.79,22.6,0,467.4,0.003425529,0
1,0,20.79,22.6,0,467.6666667,0.003425529,0
1,0,20.745,22.6,0,471.5,0.003415998,0
1,0,20.76,22.6,0,471.6666667,0.003419173,0
1,0,20.7225,22.6,0,464.75,0.003411242,0
1,0,20.7225,22.6,0,461.75,0.003411242,0
1,0,20.7225,22.6,0,458.5,0.003411242,0
1,0,20.745,22.55,0,459.5,0.003408399,0
1,0,20.7225,22.55,0,460.5,0.003403653,0
1,0,20.76,22.56666667,0,465.3333333,0.003414102,0
1,0,20.7225,22.5,0,465,0.003396065,0
1,0,20.7225,22.5,0,459,0.003396065,0
1,0,20.7675,22.5,0,463,0.003405542,0
1,0,20.745,22.5,0,460.75,0.003400801,0
1,0,20.7,22.5,0,461.5,0.003391335,0
1,0,20.7,22.5,0,466,0.003391335,0
1,0,20.7675,22.5,0,460.25,0.003405542,0
1,0,20.718,22.52,0,457.4,0.003398153,0
1,0,20.7,22.5,0,464.6,0.003391335,0
1,0,20.73,22.5,0,464.3333333,0.003397643,0
1,0,20.7,22.5,0,459.3333333,0.003391335,0
1,0,20.7,22.5,0,459.75,0.003391335,0
1,0,20.7225,22.5,0,459.25,0.003396065,0
1,0,20.7,22.5,0,463,0.003391335,0
1,0,20.7225,22.445,0,461.5,0.003387718,0
1,0,20.7,22.5,0,454.5,0.003391335,0
1,0,20.7,22.5,0,458.3333333,0.003391335,0
1,0,20.718,22.5,0,463,0.003395119,0
1,0,20.7,22.5,0,463.75,0.003391335,0
1,0,20.7,22.456,0,460.6,0.003384667,0
1,0,20.7,22.5,0,455.25,0.003391335,0
1,0,20.7,22.5,0,455.6666667,0.003391335,0
1,0,20.7,22.5,0,456.25,0.003391335,0
1,0,20.7,22.42666667,0,459.6666667,0.003380222,0
1,0,20.7,22.5,0,462,0.003391335,0
1,0,20.7225,22.4725,0,460.25,0.003391892,0
1,0,20.718,22.434,0,462,0.003385105,0
1,0,20.73,22.39,0,461,0.003380942,0
1,0,20.7,22.39,0,461.6666667,0.003374666,0
1,0,20.745,22.39,0,460.25,0.003384084,0
1,0,20.7225,22.365,0,456.25,0.003375578,0
1,0,20.745,22.39,0,457.5,0.003384084,0
1,0,20.772,22.37,0,455.8,0.003386702,0
1,0,20.76,22.39,0,455,0.003387229,0
1,0,20.7675,22.365,0,451.25,0.003384998,0
1,0,20.745,22.39,0,453.75,0.003384084,0
1,0,20.736,22.39,0,456.2,0.003382199,0
1,0,20.73,22.35666667,0,453.6666667,0.003375881,0
1,0,20.7,22.34,0,452.75,0.003367089,0
1,0,20.76,22.35666667,0,454,0.003382159,0
1,0,20.745,22.39,0,452.5,0.003384084,0
1,0,20.73,22.39,0,456,0.003380942,0
1,0,20.745,22.34,0,451.5,0.003376486,0
1,0,20.7,22.37,0,449.8,0.003371635,0
1,0,20.7,22.365,0,449.25,0.003370877,0
1,0,20.7,22.365,0,452.25,0.003370877,0
1,0,20.7225,22.34,0,451.25,0.003371784,0
1,0,20.7,22.34,0,453,0.003367089,0
1,0,20.7,22.39,0,453.25,0.003374666,0
1,0,20.7,22.315,0,456.6666667,0.0033633,0
1,0,20.7,22.29,0,455.75,0.003359512,0
1,0,20.7,22.365,0,458,0.003370877,0
1,0,20.7,22.34,0,458.75,0.003367089,0
1,0,20.7,22.29,0,455.5,0.003359512,0
1,0,20.7,22.29,0,455,0.003359512,0
